host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,minimum_minimum_nights,instant_bookable,reviews_per_month,amenities_number
f,t,t,Geuzenveld - Slotermeer,52.37472,4.82678,Private room,2,1.0,1.0,35.0,4,4,f,0.04,10
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36473,4.93254,Entire home/apt,2,1.0,1.0,259.0,20,20,f,0.38,26
f,t,f,Buitenveldert - Zuidas,52.33076,4.87414,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.04,12
f,t,t,Watergraafsmeer,52.35345,4.94146,Private room,2,1.0,1.0,40.0,4,4,f,0.02,6
f,t,f,De Pijp - Rivierenbuurt,52.34669,4.89848,Entire home/apt,2,3.0,3.0,138.0,3,3,f,0.19,41
f,t,t,Centrum-Oost,52.36724,4.91281,Entire home/apt,2,1.0,1.0,125.0,1,1,t,0.33,8
f,t,t,De Pijp - Rivierenbuurt,52.35764,4.9039,Entire home/apt,4,3.0,5.0,254.0,2,2,f,0.19,17
t,t,f,Bos en Lommer,52.37984,4.85763,Entire home/apt,4,2.0,3.0,168.0,2,2,f,0.83,35
t,t,t,De Pijp - Rivierenbuurt,52.35838,4.90152,Entire home/apt,4,2.0,3.0,95.0,1,1,f,7.14,18
f,t,f,Gaasperdam - Driemond,52.29314,4.99256,Private room,2,1.0,2.0,55.0,2,2,f,0.72,21
f,t,f,De Baarsjes - Oud-West,52.37235,4.8648,Entire home/apt,4,1.0,1.0,100.0,1,1,f,0.33,11
f,t,f,De Pijp - Rivierenbuurt,52.35678,4.89951,Entire home/apt,4,2.0,2.0,120.0,2,2,f,0.06,15
f,t,t,De Pijp - Rivierenbuurt,52.35337,4.88734,Entire home/apt,4,1.0,2.0,180.0,3,3,f,0.76,14
t,t,t,IJburg - Zeeburgereiland,52.36973,4.95894,Private room,2,1.0,1.0,70.0,1,1,t,1.77,4
f,t,t,Centrum-West,52.38329,4.88666,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.21,17
f,t,t,De Baarsjes - Oud-West,52.36979,4.85351,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.15,13
f,t,f,Bos en Lommer,52.37605,4.86056,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.17,15
f,t,t,De Aker - Nieuw Sloten,52.35228,4.78238,Private room,2,1.0,1.0,50.0,3,3,f,0.27,5
f,t,f,Watergraafsmeer,52.34257,4.94687,Entire home/apt,3,2.0,3.0,99.0,3,3,f,0.02,12
f,t,f,De Pijp - Rivierenbuurt,52.35717,4.88961,Private room,3,1.0,2.0,70.0,1,1,f,0.1,15
f,t,f,De Pijp - Rivierenbuurt,52.34891,4.90574,Entire home/apt,2,1.0,1.0,50.0,4,4,f,0.75,8
f,t,f,Centrum-Oost,52.36085,4.89845,Entire home/apt,2,1.0,1.0,99.0,2,2,f,0.24,12
t,t,t,De Pijp - Rivierenbuurt,52.35831,4.90405,Entire home/apt,4,2.0,2.0,220.0,2,2,f,1.2,33
f,t,f,De Pijp - Rivierenbuurt,52.35559,4.90368,Entire home/apt,2,1.0,1.0,90.0,2,2,f,0.46,14
f,t,f,De Pijp - Rivierenbuurt,52.35717,4.90382,Entire home/apt,3,1.0,2.0,130.0,3,3,f,0.16,9
t,t,t,Slotervaart,52.35324,4.83387,Private room,2,1.0,1.0,75.0,2,2,f,3.96,19
f,t,t,De Baarsjes - Oud-West,52.36842,4.85281,Entire home/apt,2,1.0,1.0,108.0,2,2,f,0.18,16
f,t,f,De Pijp - Rivierenbuurt,52.34526,4.90266,Entire home/apt,2,1.0,1.0,60.0,3,3,f,0.08,6
f,t,f,Zuid,52.34458,4.86458,Entire home/apt,3,2.0,3.0,110.0,2,2,f,0.25,12
t,t,t,Watergraafsmeer,52.35443,4.92952,Entire home/apt,2,1.0,1.0,69.0,4,4,f,0.92,17
f,t,t,De Baarsjes - Oud-West,52.3691,4.86194,Entire home/apt,4,2.0,3.0,195.0,3,3,f,0.24,14
f,t,t,Bos en Lommer,52.37607,4.85874,Entire home/apt,2,1.0,1.0,90.0,2,2,f,0.28,22
f,t,t,Watergraafsmeer,52.35213,4.92682,Private room,2,1.0,1.0,50.0,4,4,f,0.14,23
t,t,t,Centrum-Oost,52.36799,4.90714,Entire home/apt,3,1.0,3.0,150.0,2,2,f,0.57,30
f,t,f,Centrum-West,52.37674,4.88766,Entire home/apt,4,2.0,2.0,290.0,2,2,f,0.33,6
f,t,t,Oostelijk Havengebied - Indische Buurt,52.35863,4.94108,Entire home/apt,4,2.0,3.0,199.0,3,3,t,0.82,21
f,t,t,Westerpark,52.37291,4.87212,Entire home/apt,2,1.0,1.0,150.0,6,6,f,0.43,14
f,t,t,Centrum-Oost,52.37003,4.90223,Private room,2,1.0,1.0,135.0,2,2,t,0.11,10
f,t,f,Oud-Oost,52.35293,4.91436,Entire home/apt,2,1.0,1.0,125.0,1,1,f,0.62,16
f,t,t,De Baarsjes - Oud-West,52.3642,4.86275,Entire home/apt,2,1.0,1.0,99.0,3,3,f,0.08,12
f,t,f,Zuid,52.35108,4.85875,Entire home/apt,4,2.0,2.0,200.0,2,2,f,0.02,11
f,t,f,Zuid,52.34725,4.84837,Private room,1,1.0,1.0,28.0,5,5,f,0.02,7
f,t,t,De Baarsjes - Oud-West,52.36094,4.8701,Entire home/apt,3,1.0,2.0,90.0,2,2,f,0.02,12
t,t,t,Centrum-West,52.3814,4.88411,Entire home/apt,2,1.0,1.0,155.0,3,3,f,2.43,38
f,t,f,Watergraafsmeer,52.33992,4.9192,Entire home/apt,2,1.0,1.0,62.0,3,3,f,0.49,21
f,t,f,Centrum-West,52.37824,4.89082,Entire home/apt,2,1.0,1.0,228.0,3,3,f,0.52,18
f,t,t,Centrum-West,52.38268,4.88493,Entire home/apt,4,4.0,6.0,225.0,4,4,f,0.34,21
f,t,t,Noord-West,52.40789,4.91447,Entire home/apt,5,3.0,6.0,70.0,7,7,f,0.04,8
f,t,f,Bijlmer-Oost,52.31943,4.97826,Entire home/apt,4,2.0,2.0,80.0,3,2,f,0.43,18
f,t,f,De Pijp - Rivierenbuurt,52.35043,4.89497,Entire home/apt,2,1.0,1.0,120.0,5,5,f,0.22,13
f,t,t,Centrum-West,52.37623,4.89923,Entire home/apt,3,1.0,1.0,160.0,3,3,f,0.18,23
f,t,f,Westerpark,52.38425,4.87284,Entire home/apt,2,1.0,1.0,99.0,3,3,t,0.38,19
t,t,t,Oostelijk Havengebied - Indische Buurt,52.3598,4.9347,Entire home/apt,4,2.0,2.0,199.0,2,2,f,0.75,30
f,t,f,De Pijp - Rivierenbuurt,52.35603,4.89549,Entire home/apt,2,1.0,1.0,60.0,3,3,f,0.16,10
f,t,t,Slotervaart,52.34942,4.83295,Entire home/apt,4,1.0,1.0,105.0,4,4,f,0.3,36
f,t,t,Zuid,52.34667,4.84739,Private room,2,1.0,1.0,79.0,2,2,f,0.08,28
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36883,4.93531,Entire home/apt,5,2.0,3.0,60.0,30,30,f,0.33,12
f,t,t,Bos en Lommer,52.37391,4.84437,Private room,2,1.0,1.0,55.0,2,2,f,0.04,5
f,t,f,Zuid,52.35228,4.84771,Entire home/apt,2,1.0,1.0,89.0,1,1,f,0.32,17
f,t,f,Oud-Oost,52.35371,4.91241,Entire home/apt,2,1.0,1.0,80.0,2,2,f,0.14,11
f,t,f,De Pijp - Rivierenbuurt,52.35498,4.89732,Entire home/apt,4,1.0,2.0,140.0,2,2,f,0.49,14
f,t,t,Buitenveldert - Zuidas,52.32331,4.88439,Private room,2,1.0,1.0,70.0,2,2,f,0.1,8
t,t,t,Bos en Lommer,52.38269,4.85548,Entire home/apt,4,2.0,2.0,187.0,3,3,f,0.42,36
f,t,t,Osdorp,52.3569,4.80823,Private room,2,1.0,2.0,75.0,2,2,t,1.53,26
f,t,f,Geuzenveld - Slotermeer,52.37709,4.82291,Entire home/apt,3,2.0,2.0,76.0,1,1,t,0.06,11
f,t,t,Centrum-West,52.38002,4.88958,Private room,2,1.0,1.0,70.0,2,2,t,1.06,18
f,t,t,Centrum-West,52.38126,4.88956,Private room,2,1.0,1.0,65.0,2,2,t,0.7,18
f,t,t,Oud-Oost,52.35697,4.90788,Entire home/apt,2,2.0,1.0,100.0,7,7,f,0.33,13
f,t,f,Zuid,52.3532,4.88132,Entire home/apt,4,2.0,2.0,186.0,2,2,f,0.04,13
f,t,t,De Baarsjes - Oud-West,52.36023,4.86107,Entire home/apt,2,1.0,1.0,110.0,3,3,f,0.22,23
t,t,t,Centrum-Oost,52.37075,4.92524,Entire home/apt,2,1.0,1.0,120.0,3,3,f,0.35,14
f,t,t,Oud-Oost,52.35054,4.91683,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.22,29
f,t,t,De Baarsjes - Oud-West,52.36785,4.85712,Private room,1,1.0,1.0,75.0,1,1,f,0.2,14
t,t,t,Oud-Oost,52.35663,4.9171,Private room,2,1.0,1.0,85.0,2,2,f,0.68,20
f,t,f,Oud-Oost,52.35969,4.92881,Entire home/apt,3,2.0,2.0,224.0,2,2,t,0.37,16
f,t,t,Zuid,52.34958,4.84986,Entire home/apt,2,1.0,1.0,140.0,3,3,t,0.41,26
f,t,f,Zuid,52.34454,4.8655,Entire home/apt,2,1.0,2.0,100.0,3,3,f,0.87,34
f,t,f,De Pijp - Rivierenbuurt,52.3475,4.89245,Entire home/apt,4,3.0,3.0,250.0,2,2,f,0.33,13
f,t,t,Geuzenveld - Slotermeer,52.3834,4.83521,Private room,2,1.0,1.0,65.0,2,2,f,0.1,8
f,t,t,Westerpark,52.38128,4.86835,Entire home/apt,2,1.0,1.0,84.0,2,2,f,0.14,9
f,t,f,Oud-Noord,52.39153,4.94364,Entire home/apt,5,3.0,6.0,110.0,3,3,f,0.04,11
f,t,f,Buitenveldert - Zuidas,52.32831,4.86133,Private room,2,1.0,1.0,50.0,2,2,f,0.19,15
f,t,t,Centrum-Oost,52.36747,4.92481,Private room,2,1.0,1.0,75.0,4,2,f,0.55,18
f,t,t,De Baarsjes - Oud-West,52.3683,4.85935,Entire home/apt,2,1.0,1.0,90.0,3,3,f,0.1,12
f,t,t,Oud-Noord,52.39461,4.91771,Entire home/apt,3,1.0,2.0,150.0,3,3,f,0.23,29
f,t,t,Centrum-Oost,52.37305,4.90373,Shared room,2,1.0,1.0,60.0,1,1,f,0.46,17
f,t,t,De Baarsjes - Oud-West,52.36093,4.86383,Entire home/apt,4,2.0,2.0,271.0,2,2,f,0.37,25
f,t,f,Zuid,52.34845,4.84945,Entire home/apt,2,1.0,2.0,107.0,6,6,f,0.17,29
t,t,t,Centrum-Oost,52.37035,4.90959,Entire home/apt,2,1.0,1.0,100.0,2,2,t,1.31,20
f,t,t,Centrum-Oost,52.36967,4.92884,Entire home/apt,4,2.0,3.0,157.0,4,4,f,0.1,27
f,t,t,Oud-Noord,52.38459,4.91373,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.18,26
t,t,t,De Aker - Nieuw Sloten,52.3483,4.80115,Private room,2,1.0,1.0,55.0,2,2,t,5.25,19
f,t,t,Buitenveldert - Zuidas,52.32699,4.88553,Entire home/apt,4,3.0,3.0,199.0,2,2,f,0.02,16
t,t,t,Westerpark,52.3812,4.87077,Entire home/apt,2,1.0,1.0,110.0,1,1,f,1.6,23
f,t,t,De Baarsjes - Oud-West,52.37195,4.866,Entire home/apt,2,1.0,1.0,108.0,2,2,f,0.14,15
t,t,t,Centrum-Oost,52.37173,4.91155,Entire home/apt,2,1.0,1.0,124.0,3,3,t,0.52,24
f,t,f,Westerpark,52.38091,4.87054,Entire home/apt,4,3.0,3.0,200.0,2,2,f,0.04,10
f,t,t,De Baarsjes - Oud-West,52.3595,4.86189,Entire home/apt,4,3.0,4.0,249.0,5,5,f,0.2,39
f,t,t,Bos en Lommer,52.37819,4.85713,Entire home/apt,4,2.0,2.0,100.0,1,1,f,0.41,27
f,t,t,Westerpark,52.38493,4.87303,Entire home/apt,2,1.0,1.0,125.0,2,2,f,0.8,16
f,t,t,De Baarsjes - Oud-West,52.36651,4.86627,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.12,13
f,t,t,De Pijp - Rivierenbuurt,52.35268,4.89101,Entire home/apt,2,1.0,1.0,98.0,3,3,f,0.22,7
f,t,t,Oud-Noord,52.38769,4.91729,Entire home/apt,2,1.0,1.0,75.0,14,14,f,0.47,17
f,t,t,Centrum-West,52.37351,4.88932,Private room,2,1.0,1.0,130.0,2,2,t,0.04,16
f,t,f,De Baarsjes - Oud-West,52.36026,4.86001,Entire home/apt,4,1.0,4.0,139.0,3,3,f,0.33,13
f,t,f,De Pijp - Rivierenbuurt,52.35172,4.89336,Entire home/apt,4,2.0,2.0,213.0,2,2,f,0.29,15
f,t,t,Buitenveldert - Zuidas,52.32445,4.87301,Entire home/apt,4,4.0,3.0,70.0,7,7,f,0.02,13
f,t,f,Centrum-West,52.36967,4.88189,Entire home/apt,4,1.0,4.0,160.0,3,3,f,0.42,21
f,t,t,Westerpark,52.38879,4.87754,Entire home/apt,2,1.0,1.0,125.0,2,2,f,0.18,9
f,t,f,De Pijp - Rivierenbuurt,52.35295,4.88738,Entire home/apt,4,2.0,2.0,180.0,1,1,f,0.08,11
f,t,t,Centrum-West,52.37184,4.88947,Private room,2,1.0,1.0,130.0,2,2,t,0.04,16
f,t,t,Westerpark,52.38531,4.87294,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.22,7
f,t,t,Buitenveldert - Zuidas,52.32816,4.88538,Private room,2,1.0,1.0,49.0,1,1,f,0.33,11
f,t,t,Centrum-Oost,52.36748,4.92637,Private room,2,1.0,1.0,80.0,3,3,f,0.39,13
f,t,f,De Pijp - Rivierenbuurt,52.34631,4.9063,Entire home/apt,6,3.0,3.0,225.0,1,1,f,0.33,9
f,t,t,Bos en Lommer,52.38102,4.85463,Entire home/apt,4,1.0,2.0,166.0,3,3,f,0.85,32
t,t,t,De Pijp - Rivierenbuurt,52.3555,4.9035,Private room,2,1.0,1.0,71.0,2,2,t,2.95,40
t,t,t,De Baarsjes - Oud-West,52.36306,4.85139,Private room,2,1.0,1.0,55.0,1,1,f,2.23,41
f,t,f,Zuid,52.35326,4.84769,Entire home/apt,5,2.0,5.0,170.0,2,2,f,0.25,8
f,t,t,Bos en Lommer,52.38496,4.85996,Entire home/apt,2,1.0,1.0,93.0,2,2,f,0.62,9
f,t,t,Bos en Lommer,52.38381,4.84693,Private room,2,1.0,1.0,75.0,4,4,t,0.3,27
f,t,f,Bos en Lommer,52.37802,4.85938,Entire home/apt,4,3.0,3.0,95.0,2,2,f,0.1,14
f,t,t,Westerpark,52.37905,4.87169,Entire home/apt,4,2.0,2.0,200.0,2,2,f,0.77,26
f,t,t,Zuid,52.35061,4.85347,Entire home/apt,2,1.0,1.0,110.0,1,1,f,0.81,36
f,t,t,De Baarsjes - Oud-West,52.36662,4.86744,Entire home/apt,2,1.0,1.0,91.0,2,3,t,0.46,30
f,t,t,De Pijp - Rivierenbuurt,52.34631,4.90042,Entire home/apt,2,1.0,1.0,95.0,2,2,f,0.05,17
f,t,t,Bijlmer-Centrum,52.3186,4.94459,Private room,2,1.0,2.0,44.0,2,2,t,3.65,23
f,t,f,Noord-Oost,52.40642,4.93056,Entire home/apt,4,4.0,5.0,175.0,3,3,t,0.12,13
f,t,t,De Baarsjes - Oud-West,52.37138,4.86243,Entire home/apt,2,1.0,1.0,89.0,2,2,f,0.18,15
f,t,t,De Baarsjes - Oud-West,52.36942,4.85046,Entire home/apt,2,2.0,2.0,100.0,4,4,f,0.14,12
f,t,f,Oud-Oost,52.35472,4.92335,Entire home/apt,4,3.0,4.0,160.0,3,3,f,0.16,14
f,t,f,De Baarsjes - Oud-West,52.3608,4.86408,Entire home/apt,4,1.0,2.0,120.0,3,3,f,0.33,8
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36082,4.93664,Entire home/apt,2,1.0,1.0,101.0,3,3,f,0.33,23
t,t,t,Zuid,52.34588,4.85941,Entire home/apt,2,1.0,1.0,139.0,3,3,f,0.75,31
f,t,f,Centrum-West,52.37609,4.87785,Private room,4,1.0,2.0,150.0,3,3,f,0.33,10
f,t,t,Slotervaart,52.34958,4.84032,Private room,2,1.0,1.0,50.0,5,5,t,0.33,12
t,t,t,Bijlmer-Oost,52.32155,4.96018,Private room,2,1.0,1.0,71.0,10,10,f,2.37,34
f,t,t,Centrum-Oost,52.3711,4.92473,Entire home/apt,2,2.0,1.0,80.0,2,2,f,0.24,14
f,t,t,Centrum-West,52.37476,4.87923,Private room,2,1.0,1.0,90.0,7,7,f,0.3,15
f,t,f,De Baarsjes - Oud-West,52.36895,4.85238,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.45,25
f,t,f,Westerpark,52.38379,4.87044,Entire home/apt,2,1.0,1.0,80.0,2,2,f,0.08,4
f,t,t,De Baarsjes - Oud-West,52.37139,4.86106,Entire home/apt,3,3.0,1.0,165.0,4,4,f,0.38,14
f,t,t,De Baarsjes - Oud-West,52.36826,4.87465,Entire home/apt,4,1.0,2.0,200.0,3,3,f,0.46,16
f,t,t,Oostelijk Havengebied - Indische Buurt,52.37373,4.94244,Entire home/apt,4,2.0,3.0,150.0,5,5,f,0.32,26
f,t,t,IJburg - Zeeburgereiland,52.36205,4.97754,Entire home/apt,4,3.0,3.0,149.0,4,4,f,0.33,10
f,t,f,Bos en Lommer,52.37465,4.83739,Entire home/apt,4,2.0,2.0,160.0,3,3,f,0.85,17
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36311,4.93855,Entire home/apt,2,1.0,1.0,70.0,3,3,t,0.16,1
f,t,f,Zuid,52.35593,4.85136,Entire home/apt,4,2.0,2.0,89.0,2,2,f,0.32,14
f,t,t,Oud-Oost,52.36301,4.92741,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.3,27
f,t,f,Centrum-Oost,52.36324,4.88446,Private room,3,1.0,2.0,90.0,1,1,f,0.52,9
f,t,t,Centrum-West,52.368,4.88489,Entire home/apt,2,1.0,1.0,140.0,10,10,f,0.33,9
f,t,t,Westerpark,52.38071,4.877,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.08,12
f,t,t,De Pijp - Rivierenbuurt,52.35175,4.88816,Entire home/apt,2,1.0,1.0,98.0,3,3,f,0.23,24
f,t,f,De Aker - Nieuw Sloten,52.34733,4.78749,Private room,2,1.0,1.0,80.0,1,1,f,4.16,37
f,t,t,Bos en Lommer,52.37422,4.84787,Entire home/apt,4,3.0,4.0,100.0,5,5,f,0.35,36
f,t,t,Oostelijk Havengebied - Indische Buurt,52.3746,4.9447,Entire home/apt,4,3.0,1.0,125.0,2,2,f,0.1,44
f,t,f,De Pijp - Rivierenbuurt,52.35223,4.8989,Entire home/apt,4,2.0,2.0,189.0,2,2,f,0.04,12
f,t,t,De Baarsjes - Oud-West,52.36183,4.86627,Private room,1,1.0,1.0,89.0,1,1,f,0.06,10
f,t,f,De Pijp - Rivierenbuurt,52.34912,4.89589,Entire home/apt,4,2.0,2.0,150.0,2,2,f,0.06,11
f,t,f,Oud-Oost,52.36437,4.92598,Entire home/apt,3,1.0,1.0,120.0,3,3,f,0.52,12
f,t,t,Centrum-Oost,52.36286,4.91447,Entire home/apt,2,1.0,1.0,125.0,2,2,f,0.24,13
f,t,f,Gaasperdam - Driemond,52.29679,4.97192,Entire home/apt,4,3.0,2.0,152.0,2,2,t,0.76,41
t,t,t,Geuzenveld - Slotermeer,52.37908,4.80028,Private room,2,1.0,1.0,48.0,2,2,f,1.97,31
f,t,t,Slotervaart,52.3648,4.84148,Entire home/apt,4,1.0,1.0,100.0,2,2,f,0.3,14
f,t,t,Oud-Oost,52.35874,4.91335,Entire home/apt,2,1.0,1.0,150.0,7,7,f,0.34,22
f,t,f,De Pijp - Rivierenbuurt,52.35268,4.90123,Entire home/apt,4,3.0,4.0,250.0,2,2,t,0.16,8
t,t,f,De Baarsjes - Oud-West,52.36568,4.8673,Entire home/apt,3,1.0,2.0,200.0,2,2,f,1.03,25
f,t,f,Bos en Lommer,52.3797,4.86086,Entire home/apt,3,2.0,1.0,110.0,2,2,f,0.19,25
f,t,f,Watergraafsmeer,52.34935,4.94349,Private room,2,1.0,1.0,49.0,2,2,f,0.12,8
f,t,f,Oud-Oost,52.35416,4.91045,Entire home/apt,3,1.0,1.0,165.0,7,7,f,0.59,11
f,t,f,Westerpark,52.38109,4.87761,Private room,2,1.0,1.0,79.0,2,2,f,0.1,12
f,t,f,Centrum-West,52.36763,4.88276,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.2,9
f,t,t,De Baarsjes - Oud-West,52.36413,4.86282,Entire home/apt,4,2.0,2.0,180.0,4,4,f,0.28,13
f,t,f,Watergraafsmeer,52.35806,4.94685,Entire home/apt,4,2.0,3.0,100.0,4,4,f,0.1,15
f,t,t,Westerpark,52.38082,4.87132,Entire home/apt,2,1.0,1.0,95.0,2,2,f,0.14,8
f,t,t,Westerpark,52.39106,4.89118,Entire home/apt,3,2.0,2.0,115.0,3,3,f,0.28,16
f,t,t,De Pijp - Rivierenbuurt,52.35531,4.88894,Entire home/apt,2,1.0,1.0,120.0,1,1,f,0.53,20
f,t,f,Bos en Lommer,52.37649,4.8512,Entire home/apt,3,2.0,2.0,185.0,3,3,f,0.47,18
t,t,t,De Baarsjes - Oud-West,52.36063,4.86559,Entire home/apt,2,1.0,2.0,124.0,1,1,f,0.68,25
f,t,t,De Pijp - Rivierenbuurt,52.34773,4.89647,Entire home/apt,4,2.0,2.0,295.0,2,2,t,1.04,22
f,t,t,De Pijp - Rivierenbuurt,52.3432,4.90258,Entire home/apt,2,1.0,1.0,55.0,1,1,f,1.99,14
f,t,f,Centrum-West,52.37001,4.87776,Entire home/apt,2,1.0,1.0,139.0,2,2,f,0.02,14
f,t,f,De Baarsjes - Oud-West,52.37211,4.87296,Entire home/apt,3,2.0,2.0,286.0,2,2,t,0.26,23
f,t,t,Zuid,52.35572,4.88081,Private room,2,1.0,1.0,44.0,1,1,f,0.33,13
f,t,f,Oud-Oost,52.35829,4.92258,Entire home/apt,2,1.0,1.0,82.0,2,2,f,0.02,14
f,t,f,Westerpark,52.38478,4.8727,Entire home/apt,2,1.0,1.0,109.0,2,2,f,0.16,18
f,t,t,Centrum-Oost,52.36374,4.90912,Entire home/apt,2,1.0,1.0,105.0,5,5,f,0.26,18
f,t,t,De Baarsjes - Oud-West,52.36598,4.85338,Entire home/apt,4,2.0,2.0,179.0,3,3,f,0.12,39
f,t,t,Oostelijk Havengebied - Indische Buurt,52.3678,4.94479,Entire home/apt,2,1.0,1.0,149.0,2,2,f,0.69,19
f,t,t,Zuid,52.35096,4.85318,Entire home/apt,2,1.0,1.0,58.0,11,11,t,0.1,9
f,t,f,Oostelijk Havengebied - Indische Buurt,52.35953,4.93739,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.04,14
f,t,t,Oud-Oost,52.35561,4.9095,Entire home/apt,3,1.0,3.0,99.0,2,2,f,0.52,18
f,t,f,Oud-Oost,52.36022,4.91448,Entire home/apt,2,1.0,1.0,99.0,3,3,f,0.33,19
f,t,t,Bos en Lommer,52.37486,4.86013,Entire home/apt,2,1.0,1.0,80.0,2,2,t,0.35,27
t,t,f,Centrum-West,52.38292,4.88299,Entire home/apt,4,3.0,3.0,240.0,2,2,f,0.81,21
f,t,t,Slotervaart,52.37254,4.83873,Entire home/apt,2,1.0,1.0,65.0,5,5,f,0.08,12
f,t,f,Oud-Noord,52.3824,4.91132,Entire home/apt,2,1.0,1.0,110.0,2,2,f,0.06,10
f,t,f,Oud-Oost,52.35712,4.92497,Entire home/apt,4,2.0,2.0,120.0,2,2,f,0.04,10
f,t,f,De Pijp - Rivierenbuurt,52.34532,4.89199,Entire home/apt,2,1.0,1.0,180.0,2,2,f,0.02,17
t,t,f,De Pijp - Rivierenbuurt,52.35513,4.89698,Entire home/apt,4,1.0,2.0,230.0,2,2,f,0.83,35
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36131,4.94556,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.67,29
f,t,f,De Baarsjes - Oud-West,52.36918,4.86715,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.08,12
f,t,t,Centrum-Oost,52.36173,4.8864,Entire home/apt,2,1.0,1.0,225.0,2,2,f,0.02,9
f,t,f,De Baarsjes - Oud-West,52.36899,4.86512,Entire home/apt,4,2.0,3.0,110.0,2,2,t,0.48,1
f,t,f,De Pijp - Rivierenbuurt,52.34906,4.89599,Entire home/apt,3,2.0,2.0,101.0,6,6,f,0.14,35
f,t,f,Centrum-Oost,52.35815,4.89666,Entire home/apt,2,1.0,1.0,160.0,5,5,f,0.33,18
f,t,t,De Baarsjes - Oud-West,52.3586,4.86089,Entire home/apt,4,2.0,4.0,122.0,4,4,f,0.34,32
t,t,f,Slotervaart,52.36309,4.84393,Private room,2,1.0,1.0,35.0,2,2,f,0.45,26
f,t,t,Watergraafsmeer,52.35621,4.93172,Entire home/apt,2,1.0,1.0,135.0,2,2,f,0.51,11
f,t,f,De Pijp - Rivierenbuurt,52.3462,4.89798,Entire home/apt,4,2.0,4.0,175.0,3,3,f,0.4,27
f,t,t,Bos en Lommer,52.38114,4.85146,Entire home/apt,2,1.0,1.0,140.0,3,3,f,0.44,27
f,t,f,De Pijp - Rivierenbuurt,52.35444,4.89243,Entire home/apt,2,1.0,1.0,79.0,3,3,f,0.06,11
f,t,t,Westerpark,52.37808,4.87162,Private room,2,1.0,1.0,75.0,2,2,f,0.08,10
f,t,f,Oud-Oost,52.35734,4.90897,Entire home/apt,2,1.0,1.0,90.0,2,2,f,0.22,14
f,t,f,De Pijp - Rivierenbuurt,52.35142,4.89422,Entire home/apt,2,1.0,1.0,90.0,3,3,f,0.28,17
f,t,t,De Baarsjes - Oud-West,52.37067,4.84871,Entire home/apt,2,1.0,1.0,120.0,3,3,t,0.75,23
f,t,f,De Baarsjes - Oud-West,52.366,4.86476,Entire home/apt,2,1.0,1.0,70.0,90,90,f,0.08,13
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36366,4.93824,Entire home/apt,2,1.0,1.0,96.0,2,2,f,0.29,11
f,t,t,Noord-West,52.42022,4.88314,Entire home/apt,2,1.0,2.0,145.0,3,3,t,0.08,13
f,t,f,Oud-Oost,52.36565,4.92761,Entire home/apt,4,1.0,2.0,100.0,3,3,f,0.14,15
f,t,f,Centrum-West,52.37664,4.881,Entire home/apt,2,1.0,3.0,179.0,2,3,f,0.89,17
f,t,f,Buitenveldert - Zuidas,52.33249,4.87133,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.51,19
f,t,t,Bos en Lommer,52.37866,4.85368,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.14,28
t,t,t,De Baarsjes - Oud-West,52.36053,4.86784,Private room,2,1.0,1.0,60.0,2,2,f,1.17,5
f,t,t,De Pijp - Rivierenbuurt,52.35576,4.8885,Entire home/apt,2,1.0,2.0,180.0,2,2,f,0.56,13
f,t,t,Westerpark,52.37844,4.87628,Entire home/apt,2,1.0,1.0,130.0,3,3,f,0.48,26
f,t,f,De Baarsjes - Oud-West,52.36364,4.85626,Entire home/apt,4,1.0,2.0,95.0,2,2,f,0.18,12
f,t,t,Bos en Lommer,52.38455,4.84614,Entire home/apt,2,1.0,1.0,80.0,2,2,f,0.06,26
f,t,f,De Baarsjes - Oud-West,52.36449,4.86758,Entire home/apt,3,2.0,3.0,150.0,6,6,f,0.55,8
f,t,t,De Baarsjes - Oud-West,52.3597,4.86048,Entire home/apt,4,2.0,2.0,190.0,3,3,f,0.74,37
