host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,minimum_minimum_nights,instant_bookable,reviews_per_month,amenities_number
f,t,f,De Pijp - Rivierenbuurt,52.34153,4.90476,Entire home/apt,2,1.0,1.0,79.0,2,2,f,0.22,25
f,t,f,De Baarsjes - Oud-West,52.36834,4.87264,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.29,22
f,t,t,De Pijp - Rivierenbuurt,52.3568,4.89617,Entire home/apt,4,1.0,2.0,164.0,2,2,f,0.33,13
f,t,t,Centrum-West,52.38254,4.88774,Private room,2,1.0,1.0,100.0,3,2,f,2.29,21
f,t,f,De Baarsjes - Oud-West,52.36201,4.86841,Entire home/apt,4,4.0,4.0,264.0,2,2,f,0.08,15
f,t,t,De Baarsjes - Oud-West,52.36091,4.8632,Entire home/apt,2,1.0,1.0,100.0,1,1,f,0.04,10
t,t,f,Centrum-Oost,52.36006,4.89495,Private room,2,1.0,2.0,79.0,3,3,t,0.83,31
f,t,t,Centrum-Oost,52.36483,4.9073,Entire home/apt,4,3.0,3.0,169.0,2,2,f,0.45,42
f,t,f,De Baarsjes - Oud-West,52.3608,4.85909,Entire home/apt,2,1.0,1.0,80.0,2,2,f,0.06,12
t,t,f,De Baarsjes - Oud-West,52.37016,4.86902,Private room,2,1.0,1.0,65.0,2,2,t,5.93,34
f,t,t,De Pijp - Rivierenbuurt,52.34903,4.90932,Private room,1,1.0,1.0,90.0,1,1,f,0.97,1
f,t,f,Oud-Oost,52.3593,4.92578,Entire home/apt,2,2.0,2.0,96.0,2,2,f,0.04,8
f,t,t,De Pijp - Rivierenbuurt,52.35035,4.88965,Entire home/apt,3,1.0,2.0,135.0,1,1,f,0.72,17
f,t,f,Buitenveldert - Zuidas,52.33025,4.88298,Private room,6,2.0,3.0,80.0,1,1,f,0.02,11
f,t,f,Oostelijk Havengebied - Indische Buurt,52.37169,4.94954,Entire home/apt,5,3.0,5.0,250.0,5,5,f,0.33,13
f,t,t,Centrum-Oost,52.36055,4.89985,Entire home/apt,4,3.0,3.0,300.0,3,3,f,0.11,16
f,t,f,Bos en Lommer,52.38182,4.84482,Private room,2,1.0,1.0,46.0,2,2,t,4.06,23
f,t,f,IJburg - Zeeburgereiland,52.35402,5.00313,Entire home/apt,4,4.0,4.0,225.0,2,2,f,0.27,9
f,t,t,Westerpark,52.38378,4.87679,Entire home/apt,2,1.0,1.0,110.0,3,3,f,0.15,10
f,t,f,Oud-Noord,52.38249,4.91692,Private room,2,1.0,1.0,85.0,5,5,f,0.35,18
f,t,f,De Pijp - Rivierenbuurt,52.34593,4.89858,Entire home/apt,2,1.0,2.0,200.0,14,14,f,0.06,13
f,t,f,De Baarsjes - Oud-West,52.36093,4.8551,Entire home/apt,3,2.0,1.0,120.0,3,3,f,0.34,29
f,t,t,Centrum-West,52.36534,4.88017,Private room,2,1.0,1.0,58.0,1,1,t,4.09,15
f,t,t,De Pijp - Rivierenbuurt,52.35407,4.89918,Entire home/apt,4,2.0,2.0,300.0,3,3,f,0.18,28
f,t,f,Centrum-Oost,52.36148,4.88983,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.2,11
f,t,f,Centrum-West,52.37681,4.89992,Entire home/apt,2,1.0,1.0,130.0,2,2,f,0.33,11
f,t,f,Zuid,52.35921,4.87886,Entire home/apt,3,1.0,2.0,232.0,7,7,t,0.13,29
f,t,f,Westerpark,52.3865,4.88264,Entire home/apt,2,1.0,1.0,83.0,7,7,f,0.33,14
f,t,t,Oud-Oost,52.3643,4.92522,Entire home/apt,2,1.0,1.0,170.0,4,4,f,0.28,27
f,t,t,Centrum-Oost,52.3694,4.93191,Entire home/apt,4,2.0,3.0,100.0,4,4,f,0.04,15
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36646,4.95217,Entire home/apt,4,3.0,3.0,115.0,2,2,f,0.09,19
f,t,t,Zuid,52.35503,4.84748,Entire home/apt,2,1.0,2.0,90.0,3,2,f,0.6,24
f,t,f,IJburg - Zeeburgereiland,52.36075,4.97747,Entire home/apt,4,4.0,5.0,200.0,5,5,t,0.02,21
f,t,f,Slotervaart,52.3643,4.833,Private room,2,1.0,1.0,35.0,3,3,t,0.33,11
f,t,t,Oud-Oost,52.34976,4.91354,Entire home/apt,2,1.0,1.0,139.0,2,2,f,0.15,11
f,t,t,De Baarsjes - Oud-West,52.3625,4.86631,Entire home/apt,4,2.0,4.0,125.0,2,2,f,0.2,26
f,t,t,De Baarsjes - Oud-West,52.36925,4.85994,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.67,33
f,t,t,Gaasperdam - Driemond,52.30753,4.9791,Private room,4,1.0,2.0,119.0,63,63,t,0.19,26
f,t,f,De Pijp - Rivierenbuurt,52.34411,4.89418,Entire home/apt,2,3.0,3.0,125.0,2,2,f,0.02,16
f,t,f,Zuid,52.3411,4.85037,Entire home/apt,4,3.0,4.0,150.0,3,3,f,0.07,8
f,t,t,Zuid,52.35058,4.84943,Entire home/apt,4,2.0,2.0,147.0,2,2,f,0.5,26
f,t,f,De Pijp - Rivierenbuurt,52.35412,4.89171,Entire home/apt,2,3.0,3.0,200.0,2,2,f,0.33,14
f,t,f,De Pijp - Rivierenbuurt,52.35575,4.89132,Private room,2,1.0,1.0,59.0,2,2,f,0.18,12
f,t,t,Zuid,52.35351,4.85109,Entire home/apt,2,1.0,1.0,105.0,2,2,f,0.32,14
f,t,t,Noord-Oost,52.39367,4.95452,Entire home/apt,4,1.0,2.0,145.0,1,1,t,1.69,35
f,t,t,Centrum-West,52.37426,4.89926,Private room,2,1.0,2.0,113.0,2,2,f,2.8,18
f,t,t,Centrum-West,52.37426,4.89926,Private room,3,1.0,3.0,153.0,1,1,f,2.69,14
f,t,f,Noord-Oost,52.40665,4.92814,Entire home/apt,4,3.0,3.0,295.0,6,6,f,0.02,15
f,t,t,Oud-Noord,52.3942,4.92511,Entire home/apt,2,1.0,1.0,75.0,2,2,f,0.02,8
f,t,t,Centrum-West,52.36858,4.89313,Entire home/apt,2,1.0,1.0,105.0,1,1,f,0.33,9
f,t,f,Oud-Oost,52.35771,4.91889,Entire home/apt,4,3.0,3.0,220.0,2,2,f,0.3,21
t,t,f,Watergraafsmeer,52.35573,4.93386,Entire home/apt,2,1.0,1.0,139.0,2,2,f,0.62,18
f,t,t,Centrum-West,52.36658,4.87852,Entire home/apt,8,2.0,5.0,129.0,3,2,t,1.61,20
f,t,t,Slotervaart,52.36864,4.83098,Private room,2,1.0,1.0,63.0,1,1,t,0.02,8
f,t,f,Centrum-Oost,52.36408,4.90816,Entire home/apt,2,1.0,1.0,140.0,10,10,f,0.33,14
f,t,t,Centrum-West,52.3669,4.87933,Entire home/apt,8,2.0,6.0,156.0,3,2,t,3.2,27
f,t,t,Centrum-West,52.367,4.88045,Entire home/apt,8,2.0,6.0,149.0,3,2,t,2.9,20
f,t,t,Centrum-West,52.36569,4.88029,Entire home/apt,8,2.0,6.0,129.0,3,2,t,2.93,23
f,t,f,De Pijp - Rivierenbuurt,52.35648,4.8932,Entire home/apt,2,1.0,2.0,110.0,2,2,f,0.18,29
f,t,t,De Baarsjes - Oud-West,52.35987,4.85869,Private room,2,1.0,1.0,49.0,2,2,f,0.02,13
f,t,t,De Pijp - Rivierenbuurt,52.3522,4.90673,Entire home/apt,2,1.0,1.0,110.0,4,4,f,0.67,24
f,t,t,Centrum-Oost,52.36326,4.91628,Entire home/apt,3,1.0,2.0,95.0,4,4,f,0.33,10
f,t,f,IJburg - Zeeburgereiland,52.359,4.9901,Entire home/apt,4,2.0,2.0,140.0,3,3,f,0.59,27
f,t,t,Watergraafsmeer,52.3425,4.92428,Entire home/apt,2,1.0,1.0,139.0,2,2,f,1.02,37
f,t,t,Westerpark,52.3841,4.87371,Entire home/apt,2,1.0,1.0,98.0,3,3,f,1.15,12
f,t,t,De Baarsjes - Oud-West,52.36504,4.87012,Entire home/apt,4,2.0,2.0,199.0,2,2,f,0.55,23
f,t,t,Zuid,52.35135,4.84739,Private room,2,1.0,1.0,125.0,3,3,t,0.61,15
f,t,t,Oud-Oost,52.35668,4.92506,Entire home/apt,4,2.0,2.0,156.0,5,5,f,0.33,22
f,t,t,Oud-Oost,52.3589,4.92394,Entire home/apt,4,2.0,2.0,220.0,2,2,f,0.23,12
f,t,t,De Baarsjes - Oud-West,52.37101,4.86971,Entire home/apt,2,1.0,1.0,140.0,2,2,f,0.26,11
f,t,f,Centrum-West,52.37558,4.88848,Entire home/apt,4,1.0,2.0,186.0,2,2,t,0.55,7
f,t,t,Zuid,52.34798,4.86367,Entire home/apt,3,1.0,1.0,111.0,5,5,f,0.43,31
t,t,t,Centrum-Oost,52.37167,4.92295,Entire home/apt,2,1.0,1.0,99.0,2,2,f,0.95,12
f,t,t,Oud-Oost,52.36235,4.92461,Entire home/apt,2,1.0,1.0,105.0,2,2,f,0.09,8
f,t,t,Watergraafsmeer,52.35084,4.94011,Entire home/apt,2,1.0,1.0,92.0,1,1,f,0.33,10
f,t,t,Centrum-Oost,52.37016,4.91281,Entire home/apt,4,2.0,2.0,115.0,3,3,f,0.09,16
f,t,t,De Pijp - Rivierenbuurt,52.34604,4.90137,Entire home/apt,4,2.0,4.0,291.0,2,2,t,0.02,18
f,t,f,Centrum-Oost,52.36681,4.89768,Private room,2,1.0,1.0,110.0,1,1,f,0.11,2
f,t,t,Geuzenveld - Slotermeer,52.37296,4.83519,Private room,2,1.0,1.0,60.0,2,2,f,0.13,8
f,t,t,De Baarsjes - Oud-West,52.37123,4.84946,Entire home/apt,4,3.0,3.0,210.0,3,3,f,0.33,36
f,t,t,Centrum-Oost,52.36725,4.90188,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.5,8
t,t,t,Noord-West,52.40085,4.92113,Private room,2,1.0,1.0,45.0,1,1,f,2.14,33
f,t,f,Centrum-West,52.38416,4.88565,Entire home/apt,4,2.0,2.0,225.0,5,5,f,0.12,10
f,t,t,De Pijp - Rivierenbuurt,52.35542,4.89524,Private room,2,1.0,1.0,90.0,1,1,f,0.33,7
f,t,t,Oud-Oost,52.35605,4.9179,Entire home/apt,2,1.0,1.0,95.0,4,4,f,0.55,8
f,t,f,Oud-Oost,52.36319,4.92685,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.26,13
f,t,f,De Pijp - Rivierenbuurt,52.35158,4.88772,Entire home/apt,2,1.0,1.0,261.0,2,2,f,0.17,12
f,t,t,De Baarsjes - Oud-West,52.37004,4.85821,Entire home/apt,2,1.0,1.0,96.0,1,1,t,0.4,11
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36416,4.93749,Entire home/apt,4,2.0,2.0,90.0,3,3,f,0.42,14
f,t,f,Oud-Oost,52.36443,4.9278,Entire home/apt,2,1.0,1.0,120.0,3,3,f,0.22,16
f,t,t,Centrum-West,52.36876,4.8823,Entire home/apt,2,1.0,1.0,187.0,2,2,f,0.31,22
f,t,t,De Baarsjes - Oud-West,52.35749,4.85767,Entire home/apt,4,2.0,2.0,233.0,5,5,f,0.34,36
t,t,t,De Pijp - Rivierenbuurt,52.35477,4.88778,Entire home/apt,2,1.0,1.0,145.0,2,2,f,0.85,29
f,t,f,Slotervaart,52.35464,4.82825,Entire home/apt,2,1.0,1.0,72.0,1,1,f,0.06,12
f,t,f,IJburg - Zeeburgereiland,52.34906,5.002,Entire home/apt,4,4.0,4.0,185.0,2,2,f,0.11,29
f,t,t,De Baarsjes - Oud-West,52.36456,4.85149,Private room,2,1.0,1.0,39.0,1,1,t,8.12,16
f,t,t,De Pijp - Rivierenbuurt,52.35277,4.90213,Entire home/apt,2,1.0,1.0,145.0,4,4,f,0.22,15
f,t,t,De Pijp - Rivierenbuurt,52.3531,4.9005,Entire home/apt,4,1.0,2.0,95.0,2,2,f,0.02,9
f,t,f,Centrum-Oost,52.36409,4.91111,Entire home/apt,2,1.0,1.0,195.0,2,2,f,0.33,44
f,t,t,Bos en Lommer,52.38164,4.85693,Entire home/apt,2,1.0,1.0,104.0,3,3,f,0.17,12
f,t,t,De Baarsjes - Oud-West,52.36951,4.85264,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.6,30
f,t,f,Oud-Noord,52.38589,4.95018,Entire home/apt,4,3.0,4.0,107.0,3,3,f,0.11,8
f,t,f,Centrum-Oost,52.36748,4.92668,Private room,2,1.0,1.0,70.0,2,2,f,0.56,24
f,t,f,Zuid,52.35226,4.84761,Entire home/apt,2,1.0,1.0,250.0,2,2,f,0.27,21
f,t,t,Gaasperdam - Driemond,52.29221,4.98996,Entire home/apt,4,3.0,2.0,101.0,3,3,f,0.02,10
f,t,t,De Baarsjes - Oud-West,52.37382,4.86472,Entire home/apt,2,1.0,1.0,189.0,4,4,f,0.04,16
f,t,t,Centrum-West,52.37242,4.87605,Entire home/apt,3,1.0,2.0,200.0,3,3,f,0.41,18
f,t,t,Noord-Oost,52.39615,4.93215,Private room,4,1.0,2.0,59.0,3,3,f,1.72,9
f,t,t,Watergraafsmeer,52.35416,4.93138,Entire home/apt,3,1.0,1.0,79.0,4,4,f,0.63,26
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36278,4.93338,Entire home/apt,4,1.0,3.0,114.0,7,7,f,0.26,10
t,t,t,De Pijp - Rivierenbuurt,52.35217,4.88909,Entire home/apt,2,1.0,1.0,110.0,1,1,f,0.34,27
t,t,t,Slotervaart,52.35361,4.84075,Private room,2,1.0,1.0,95.0,2,2,t,4.23,14
f,t,f,Watergraafsmeer,52.34074,4.91937,Entire home/apt,3,1.0,2.0,148.0,3,3,t,0.51,24
f,t,t,De Baarsjes - Oud-West,52.37062,4.86037,Entire home/apt,4,3.0,5.0,130.0,3,3,f,0.08,12
f,t,f,Noord-Oost,52.40169,4.94362,Entire home/apt,4,2.0,2.0,123.0,3,3,t,0.47,36
f,t,t,Watergraafsmeer,52.34101,4.91695,Entire home/apt,4,3.0,4.0,250.0,4,4,f,0.35,26
f,t,f,De Pijp - Rivierenbuurt,52.35137,4.88689,Entire home/apt,4,2.0,2.0,246.0,2,2,f,0.72,24
f,t,f,De Pijp - Rivierenbuurt,52.35277,4.88807,Entire home/apt,2,1.0,1.0,144.0,2,2,f,0.18,23
f,t,t,Centrum-West,52.38588,4.88646,Entire home/apt,4,4.0,5.0,220.0,2,2,f,0.11,17
f,t,f,Westerpark,52.39098,4.87581,Entire home/apt,3,1.0,2.0,120.0,3,3,t,0.02,6
t,t,f,Centrum-West,52.38303,4.88985,Entire home/apt,2,1.0,1.0,140.0,4,2,f,0.83,32
f,t,f,De Pijp - Rivierenbuurt,52.35519,4.90407,Entire home/apt,4,2.0,2.0,200.0,3,3,f,0.33,14
f,t,t,De Pijp - Rivierenbuurt,52.35312,4.88928,Entire home/apt,4,2.0,2.0,180.0,2,2,t,0.41,15
f,t,f,De Baarsjes - Oud-West,52.36421,4.86724,Entire home/apt,2,1.0,2.0,108.0,5,5,f,0.13,13
f,t,f,De Baarsjes - Oud-West,52.36643,4.8735,Entire home/apt,1,1.0,1.0,95.0,2,2,f,0.33,9
f,t,f,De Pijp - Rivierenbuurt,52.34593,4.89182,Entire home/apt,2,1.0,1.0,120.0,4,4,f,0.06,16
f,t,f,Bos en Lommer,52.38405,4.85316,Entire home/apt,4,2.0,2.0,125.0,3,3,f,0.18,12
f,t,t,Oud-Oost,52.3585,4.93565,Entire home/apt,3,1.0,1.0,100.0,2,2,f,0.2,6
f,t,f,Centrum-West,52.37147,4.87509,Private room,2,1.0,1.0,95.0,3,3,f,2.28,30
f,t,t,Geuzenveld - Slotermeer,52.3828,4.83583,Entire home/apt,4,2.0,3.0,164.0,4,4,f,0.31,25
f,t,f,Watergraafsmeer,52.34269,4.92456,Entire home/apt,4,3.0,3.0,85.0,4,4,f,0.02,6
f,t,t,Osdorp,52.35166,4.79705,Private room,3,1.0,2.0,51.0,1,1,f,3.46,18
f,t,t,De Baarsjes - Oud-West,52.36721,4.85104,Entire home/apt,2,1.0,1.0,100.0,1,1,f,0.33,11
f,t,f,De Baarsjes - Oud-West,52.36872,4.86175,Entire home/apt,4,2.0,1.0,188.0,4,4,t,0.32,16
f,t,t,Oud-Oost,52.35832,4.91525,Entire home/apt,2,1.0,1.0,170.0,1,1,f,0.39,18
f,t,t,Zuid,52.35642,4.87424,Private room,2,1.0,1.0,70.0,2,2,f,0.26,17
f,t,f,De Baarsjes - Oud-West,52.36242,4.85461,Entire home/apt,3,2.0,2.0,140.0,2,2,f,0.35,20
f,t,f,Centrum-Oost,52.36709,4.92265,Entire home/apt,2,1.0,1.0,110.0,7,7,t,0.33,14
f,t,f,De Pijp - Rivierenbuurt,52.34991,4.8912,Entire home/apt,4,1.0,2.0,140.0,2,2,f,0.17,13
f,t,t,Centrum-West,52.38181,4.88136,Entire home/apt,2,1.0,1.0,105.0,1,1,f,0.43,16
f,t,t,De Baarsjes - Oud-West,52.36785,4.86623,Private room,2,1.0,2.0,120.0,1,1,f,0.04,10
f,t,t,De Baarsjes - Oud-West,52.37375,4.85977,Entire home/apt,2,1.0,1.0,107.0,2,2,f,0.07,8
f,t,f,Oud-Oost,52.36036,4.92729,Private room,4,1.0,2.0,89.0,3,3,f,0.12,10
t,t,t,Westerpark,52.37776,4.87331,Entire home/apt,2,1.0,1.0,129.0,2,2,f,0.95,18
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36585,4.93504,Entire home/apt,2,1.0,1.0,109.0,3,3,f,0.46,20
f,t,t,De Baarsjes - Oud-West,52.36071,4.85572,Entire home/apt,2,1.0,1.0,98.0,2,2,f,0.13,16
f,t,t,De Pijp - Rivierenbuurt,52.34729,4.88864,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.04,8
f,t,t,Oud-Oost,52.35604,4.92232,Entire home/apt,2,1.0,1.0,149.0,3,3,f,0.17,26
f,t,t,De Aker - Nieuw Sloten,52.34584,4.80909,Private room,2,1.0,1.0,66.0,3,3,t,0.94,8
f,t,f,Centrum-Oost,52.36359,4.88883,Entire home/apt,4,2.0,2.0,250.0,3,3,f,0.44,23
f,t,t,De Pijp - Rivierenbuurt,52.34231,4.91189,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.41,17
t,t,t,Noord-Oost,52.39621,4.99923,Entire home/apt,2,1.0,1.0,103.0,2,2,t,2.86,18
f,t,t,Noord-West,52.41519,4.8924,Entire home/apt,4,1.0,2.0,113.0,4,4,f,0.27,24
f,t,t,De Baarsjes - Oud-West,52.36954,4.85687,Entire home/apt,4,2.0,2.0,157.0,2,2,f,0.33,13
f,t,f,Zuid,52.34345,4.85809,Entire home/apt,4,2.0,2.0,169.0,5,5,f,0.35,17
t,t,t,Zuid,52.35451,4.88541,Entire home/apt,2,1.0,1.0,92.0,2,2,f,1.44,28
f,t,t,Centrum-Oost,52.37162,4.91774,Entire home/apt,2,1.0,1.0,125.0,14,14,f,0.37,15
f,t,f,Westerpark,52.38154,4.87586,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.38,24
f,t,f,Centrum-West,52.37721,4.88721,Entire home/apt,2,1.0,1.0,175.0,2,2,f,0.17,19
f,t,t,De Pijp - Rivierenbuurt,52.35216,4.88703,Entire home/apt,3,1.0,1.0,204.0,4,4,f,0.33,16
f,t,t,Centrum-West,52.37278,4.88471,Private room,2,1.0,1.0,130.0,2,2,f,0.04,11
t,t,t,Gaasperdam - Driemond,52.30091,4.998,Private room,2,1.0,2.0,55.0,2,2,f,0.41,8
f,t,f,Oud-Oost,52.35393,4.92011,Entire home/apt,4,2.0,3.0,155.0,3,3,f,0.25,15
f,t,f,Bijlmer-Oost,52.31443,4.98235,Entire home/apt,4,2.0,2.0,110.0,1,1,f,0.02,18
f,t,f,De Pijp - Rivierenbuurt,52.35445,4.90066,Entire home/apt,4,2.0,4.0,190.0,5,5,f,0.19,19
f,t,t,Geuzenveld - Slotermeer,52.3846,4.83519,Private room,2,1.0,1.0,40.0,2,2,f,0.12,13
f,t,f,Centrum-Oost,52.37479,4.90274,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.11,13
f,t,f,Bos en Lommer,52.37788,4.84941,Entire home/apt,2,1.0,1.0,80.0,2,2,f,0.43,13
f,t,f,Centrum-West,52.38264,4.88611,Entire home/apt,5,3.0,5.0,247.0,4,4,f,0.14,16
f,t,f,Zuid,52.34988,4.85635,Entire home/apt,2,1.0,1.0,104.0,2,2,f,0.7,27
f,t,t,Oud-Oost,52.3554,4.92041,Private room,2,1.0,1.0,105.0,1,1,f,0.07,21
f,t,t,Centrum-West,52.37426,4.89926,Private room,2,1.0,2.0,103.0,1,1,f,2.92,14
f,t,t,Centrum-West,52.37426,4.89926,Private room,2,1.0,2.0,104.0,1,1,f,3.07,15
f,t,f,Zuid,52.34368,4.85812,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.06,12
f,t,t,Oud-Oost,52.35785,4.91837,Entire home/apt,4,2.0,2.0,140.0,2,2,f,0.23,32
t,t,t,Bos en Lommer,52.37523,4.84564,Entire home/apt,2,1.0,1.0,90.0,1,1,f,0.73,24
f,t,t,Bos en Lommer,52.37685,4.85651,Entire home/apt,4,4.0,3.0,120.0,1,1,f,0.17,30
f,t,t,Zuid,52.35107,4.86501,Entire home/apt,6,5.0,6.0,240.0,3,3,f,0.24,26
f,t,t,Watergraafsmeer,52.35419,4.93542,Entire home/apt,6,3.0,6.0,150.0,1,1,f,0.33,6
t,t,f,Centrum-Oost,52.36447,4.88235,Private room,2,1.0,2.0,106.0,30,30,f,0.89,14
f,t,t,De Pijp - Rivierenbuurt,52.34561,4.90443,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.11,9
f,t,f,Bos en Lommer,52.37364,4.84938,Entire home/apt,3,2.0,2.0,159.0,4,4,f,0.17,37
f,t,t,Oud-Oost,52.3574,4.91126,Private room,3,1.0,2.0,130.0,5,5,f,1.03,34
f,t,t,Geuzenveld - Slotermeer,52.38269,4.83394,Private room,2,1.0,1.0,40.0,10,10,f,0.91,26
f,t,t,De Pijp - Rivierenbuurt,52.3459,4.90256,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.26,12
f,t,t,Buitenveldert - Zuidas,52.3342,4.87097,Entire home/apt,2,1.0,1.0,99.0,12,12,f,0.02,26
f,t,f,Centrum-West,52.37193,4.88968,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.27,14
f,t,f,De Baarsjes - Oud-West,52.36266,4.86553,Entire home/apt,2,1.0,1.0,135.0,2,2,f,0.56,32
t,t,t,De Pijp - Rivierenbuurt,52.35693,4.89017,Private room,4,2.0,2.0,100.0,1,1,f,1.76,17
f,t,t,Westerpark,52.38133,4.87066,Entire home/apt,2,1.0,1.0,85.0,2,2,f,0.2,7
f,t,t,Centrum-West,52.37426,4.89926,Private room,1,1.0,1.0,73.0,1,1,f,3.04,17
f,t,t,De Pijp - Rivierenbuurt,52.35587,4.90223,Entire home/apt,2,1.0,1.0,150.0,3,2,t,0.44,17
f,t,t,Watergraafsmeer,52.35515,4.92857,Entire home/apt,4,3.0,4.0,156.0,2,2,f,0.19,39
f,t,t,Oud-Oost,52.35955,4.91368,Entire home/apt,2,2.0,2.0,140.0,2,2,f,0.08,11
f,t,t,Centrum-West,52.37426,4.89926,Private room,1,1.0,1.0,73.0,1,1,f,3.5,18
f,t,t,Bos en Lommer,52.38459,4.85702,Entire home/apt,2,1.0,1.0,83.0,2,2,f,0.35,17
f,t,f,Oud-Oost,52.35362,4.91315,Private room,4,1.0,1.0,96.0,1,1,f,0.09,15
f,t,t,Centrum-West,52.37217,4.89979,Private room,4,1.0,4.0,200.0,1,1,t,0.02,4
f,t,t,Geuzenveld - Slotermeer,52.38024,4.83761,Entire home/apt,3,3.0,4.0,125.0,3,3,f,0.25,18
f,t,t,De Baarsjes - Oud-West,52.35954,4.85283,Entire home/apt,3,2.0,2.0,180.0,2,2,f,0.33,13
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36426,4.93584,Entire home/apt,2,1.0,2.0,100.0,3,3,f,0.56,20
f,t,f,De Baarsjes - Oud-West,52.36189,4.86625,Private room,2,1.0,1.0,100.0,3,3,f,0.33,6
f,t,f,Centrum-West,52.37312,4.88378,Private room,3,1.0,1.0,99.0,2,2,t,0.33,8
f,t,t,De Baarsjes - Oud-West,52.36348,4.85591,Entire home/apt,3,1.0,1.0,139.0,2,2,f,0.34,29
f,t,t,De Baarsjes - Oud-West,52.36368,4.85048,Entire home/apt,2,1.0,1.0,95.0,2,2,f,0.61,23
f,t,f,Westerpark,52.39097,4.8811,Entire home/apt,2,1.0,2.0,110.0,2,2,f,0.06,11
f,t,f,Westerpark,52.37439,4.86684,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.02,14
f,t,t,Oostelijk Havengebied - Indische Buurt,52.3638,4.9376,Entire home/apt,2,1.0,1.0,79.0,5,5,f,0.2,11
f,t,t,De Baarsjes - Oud-West,52.35811,4.86002,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.21,19
f,t,t,Bos en Lommer,52.37788,4.85217,Entire home/apt,2,1.0,1.0,89.0,5,5,f,0.04,33
f,t,f,Centrum-West,52.38046,4.88044,Entire home/apt,2,1.0,2.0,125.0,2,2,f,0.04,8
f,t,t,Oud-Oost,52.35773,4.90965,Entire home/apt,2,1.0,1.0,169.0,3,3,f,0.34,21
f,t,t,Centrum-Oost,52.3663,4.91012,Entire home/apt,2,1.0,1.0,150.0,2,2,t,0.7,14
f,t,f,De Baarsjes - Oud-West,52.36182,4.85392,Entire home/apt,4,4.0,5.0,150.0,2,2,f,0.04,14
f,t,f,Zuid,52.35152,4.8569,Private room,2,1.0,1.0,65.0,1,1,f,0.06,26
f,t,t,Westerpark,52.38288,4.87297,Entire home/apt,2,1.0,1.0,95.0,2,2,f,0.32,14
f,t,f,De Pijp - Rivierenbuurt,52.35439,4.89235,Entire home/apt,4,2.0,2.0,213.0,3,3,f,0.33,15
f,t,f,De Baarsjes - Oud-West,52.36153,4.86143,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.02,15
f,t,f,Watergraafsmeer,52.34503,4.93128,Entire home/apt,4,3.0,3.0,135.0,3,3,f,0.06,16
f,t,f,Oud-Noord,52.39103,4.94403,Entire home/apt,4,3.0,4.0,110.0,3,3,f,0.06,10
t,t,t,Centrum-Oost,52.36306,4.9083,Private room,2,1.0,1.0,62.0,1,1,t,4.29,31
f,t,f,Bos en Lommer,52.37697,4.84837,Entire home/apt,2,1.0,1.0,125.0,3,3,f,0.11,6
f,t,t,De Baarsjes - Oud-West,52.36293,4.86781,Entire home/apt,4,3.0,5.0,225.0,4,4,f,0.06,8
f,t,f,Westerpark,52.37734,4.8735,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.23,13
f,t,f,Centrum-West,52.36791,4.88419,Entire home/apt,4,2.0,2.0,260.0,2,2,f,0.19,10
f,t,f,De Baarsjes - Oud-West,52.36975,4.87038,Private room,2,1.0,1.0,50.0,14,14,f,0.33,10
f,t,t,Bos en Lommer,52.3783,4.83905,Entire home/apt,2,1.0,1.0,156.0,1,1,f,0.56,29
f,t,t,Centrum-West,52.3753,4.89708,Entire home/apt,4,1.0,2.0,165.0,2,2,f,0.33,14
f,t,t,Bos en Lommer,52.37888,4.84859,Entire home/apt,2,2.0,1.0,110.0,3,3,f,0.17,14
f,t,t,Westerpark,52.37992,4.87822,Entire home/apt,2,1.0,1.0,100.0,4,4,f,0.26,26
f,t,f,De Baarsjes - Oud-West,52.35778,4.85952,Entire home/apt,2,2.0,1.0,122.0,1,1,f,0.17,15
f,t,t,De Baarsjes - Oud-West,52.36032,4.85799,Entire home/apt,3,1.0,1.0,150.0,3,3,f,0.33,11
